FECHA,HORA,UBICACION,COORDENADAS
2023-12-15,05:09:00,AJENJO 300 Y SORGO     COLONIA  LOS AMARANTOS APODACA NL,
2023-12-15,06:36:00,DEL OLIVO 419 y AV DE LAS VIOLETAS    COLONIA  FRESNOS 2 APODACA NL,
2023-12-15,06:42:00,BRONCE 717 Y PLOMO   COLONIA  RINCON DE SAN MIGUEL APODACA NL,
2023-12-15,07:21:00,MIRTO VIOLETA  MIRTO 108   COLONIA  ARTEMIO TREVINO APODACA NL,
2023-12-15,07:41:00,IBERICO 413   COLONIA  ARBADO SEC FLORESTA APODACA NL,
2023-12-15,10:28:00,RIO ORINOCO RIO YURA     COLONIA  PUEBLO NUEVO 5 APODACA NL,
2023-12-15,10:46:00,SAN FRANCISCO SUR ALDAMA OTE      COLONIA  MODERNO APODACA 2 APODACA NL,
2023-12-15,10:50:00,VENUSTIANO CARRANZA 308     COLONIA  SANTA ROSA APODACA NL,
2023-12-15,10:57:00,MIRTO VIOLETA  MIRTO 108   COLONIA  ARTEMIO TREVINO APODACA NL,
2023-12-15,14:23:00,RHODESIA 521   COLONIA     COLONIA PRADOS DE LA CIENEGUITA APODACA NL,
2023-12-15,14:46:00,AV MIGUEL ALEMAN AV ROGELIO GONZALEZ     COLONIA  PARQUE INDUSTRIAL STIVA AEROPUERTO APODACA NL,
2023-12-15,15:37:00,MISION VIENA AV MISION SAN PABLO        COLONIA  MISION SAN PABLO 2 APODACA NL,
2023-12-15,17:26:00,PRISCILIANO VILLARREAL 615      COLONIA  VILLA SOL APODACA NL,
2023-12-15,17:48:00,ORQUIDAS ISRAEL CAVAZOS      COLONIA    HACIENDA LAS MARGARITAS 1 APODACA NL,
2023-12-15,18:12:00,PEDRO DE INIGA 107        COLONIA  FUNDADORES APODACA NL,
2023-12-15,19:00:00,ZARAGOZA SUR LUIS GARZA GARZA     COLONIA   CENTRO DE APODACA APODACA NL,
2023-12-15,19:43:00,N 9 126   COLONIA  METROPLEX 1 APODACA NL,
2023-12-15,20:25:00,ORTIGA 134   COLONIA  PASEO DE LA LOMA 1 APODACA NL,
2023-12-15,20:32:00,AV DE LA CONCORDIA O PRIMERA   COLONIA  METROPLEX 1 APODACA NL,
2023-12-15,21:40:00,OAXACA GOLFO DE MEXICO     COLONIA  SAN ANDRES APODACA NL,
2023-12-15,22:43:00,AV 7A AV PARQUE INDUSTRIAL MONTERREY    COLONIA  PROLOGIS MONTERREY INDUSTRIAL CENTER,
2023-12-15,23:49:00,ANT CARR A ROMA E KM 11 335   COLONIA  MUNICIPIO DE APODACA APODACA NL,
2023-12-16,00:33:00,AV PLATINO BERTHA PEREZ DE GONZALEZ PLATINO   COLONIA  JOYAS DEL PEDREGAL APODACA NL,
2023-12-16,01:19:00,JANO 111    COLONIA  COSMOPOLIS APODACA NL,
2023-12-16,04:14:00,CAM AL VENADO 150 Y BLVD HUMBERTO RAMOS LOZANO   COLONIA  MUNICIPIO DE APODACA APODACA NL,
2023-12-16,07:22:00,AV LUIS DONALDO COLOSIO AV,
2023-12-16,08:37:00,AV ORQUIDEA DE LAS FUENTES   COLONIA   FUENTES DE SAN MIGUEL APODACA NL,
2023-12-16,09:41:00,COAHUILA 410 Y PRIV GUERRERO   COLONIA   NOVA APODACA APODACA NL,
2023-12-16,09:44:00,GORRION 406ª Y CONDOR   COLONIA   VENTURA DE SANTA ROSA APODACA NL,
2023-12-16,10:33:00,AV MIGUEL ALEMAN AV INDUSTRIAS   COLONIA   PARQUE INDUSTRIAL KRONOS APODACA NL,
2023-12-16,11:55:00,AZALEA 116 y VIOLETA   COLONIA   ARTEMIO TREVINO APODACA NL,
2023-12-16,12:14:00,LAUREL 106 y MAPLE   COLONIA   ENRAMADA 3 APODACA NL,
2023-12-16,13:25:00,CARR AGUA FRIA ZUAZUA 0   COLONIA   CIUDAD NATURA APODACA NL,
2023-12-16,13:30:00,APODACA DR GONZALEZ BLVRD AEROPUERTO https   www google com maps q 25 793848  100 130533 z 18   COLONIA    PARQUE INDUSTRIAL FINSA MONTERREY APODACA NL,
2023-12-16,13:37:00,RIO MISSOURI RIO AMAZONAS   COLONIA   PUEBLO NUEVO 3 APODACA NL,
2023-12-16,13:55:00,CAM AL OJO DE AGUA MATAMOROS ANT CAM A APODACA   COLONIA   PARQUE INDUSTRIAL APODACA 2 APODACA NL,
2023-12-16,13:58:00,PORTAL DE BURGOS 432 Y CARR A DULCES NOMBRES   COLONIA   PORTAL DE HUINALA APODACA NL,
2023-12-16,14:45:00,15 DE SEPTIEMBRE ALDAMA   COLONIA   U H INDEPENDENCIA CROC 1 APODACA NL,
2023-12-16,14:53:00,PRISCILIANO VILLARREAL 615 Y  TOMASITA VILLARREAL CABALLERO   COLONIA   VILLA SOL APODACA NL,
2023-12-16,15:14:00,AV DE LA CONCORDIA MAPLE   COLONIA   MUNICIPIO DE APODACA APODACA NL,
2023-12-16,15:20:00,SAN LORENZO 654 Y PEATONAL SAN LORENZO   COLONIA   JARDINES DE SAN PATRICIO APODACA NL,
2023-12-16,15:46:00,AV DE LA CONCORDIA 808  SENDERO APODACA    COLONIA   MUNICIPIO DE APODACA APODACA NL,
2023-12-16,15:55:00,CAM A LOS FERNANDEZ AV CANTERAS   COLONIA   PRIVADAS CANTERAS APODACA NL,
2023-12-16,16:18:00,ALCANFOR COREA  EN EL OXXO GAS    COLONIA   EBANOS 1 APODACA NL,
2023-12-16,18:25:00,BLVD JULIAN TREVINO ELIZONDO AV MIGUEL ALEMAN   COLONIA   PARQUE INDUSTRIAL EL MILAGRO APODACA NL,
2023-12-16,18:48:00,AV DE LA CONCORDIA BLVD JESUS DIONISIO GONZALEZ   COLONIA   ANTIGUA SANTA ROSA APODACA NL,
2023-12-16,19:09:00,MUJERES ILUSTRES FOM 4 APODACA NL,
2023-12-16,19:24:00,VALLE DE LAS PALMAS 4 APODACA NL,
2023-12-16,20:46:00,EBANOS 4 APODACA NL,
2023-12-16,21:25:00,MUNICIPIO DE APODACA APODACA NL,
2023-12-16,21:54:00,SANTA ROSA APODACA NL,
2023-12-16,22:27:00,VILLA SOL APODACA NL,
2023-12-16,22:41:00,AGUA FRIA APODACA NL,
2023-12-16,22:42:00,MOISES SAENZ APODACA NL,
2023-12-16,22:51:00,LOS PINOS 5 APODACA NL,
2023-12-16,23:17:00,MUJERES ILUSTRES FOM 4 APODACA NL,
2023-12-16,23:21:00,VILLAS DE HUINALA APODACA NL,
2023-12-16,23:35:00,ROBERTO ESPINOZA APODACA NL,
2023-12-16,23:41:00,PASEO DE LAS PALMAS 4 APODACA NL,
2023-12-17,00:22:00,CERRADAS DEL PARQUE APODACA NL,
2023-12-17,00:50:00,HACIENDA LOS PINOS 3 APODACA NL,
2023-12-17,01:18:00,MIRADOR DE HUINALA APODACA NL,
2023-12-17,02:31:00,MISION DE HUINALA 2 APODACA NL,
2023-12-17,03:56:00,REFORMA 2 APODACA NL,
2023-12-17,04:05:00,MISION DE HUINALA 2 APODACA NL,
2023-12-17,04:17:00,NORIA NORTE FOM 39 APODACA NL,
2023-12-17,04:27:00,VALLE DE LOS NOGALES 1 APODACA NL,
2023-12-17,04:28:00,LOS PINOS 2 APODACA NL,
2023-12-17,04:39:00,NORIA NORTE FOM 39 APODACA NL,
2023-12-17,06:01:00,MILIMEX SANTA ROSA APODACA NL,
2023-12-17,06:25:00,MOISES SAENZ APODACA NL,
2023-12-17,06:25:00,LOMAS DE LA PAZ APODACA NL,
2023-12-17,07:58:00,EBANOS 1 APODACA NL,
2023-12-17,08:23:00,COSMOPOLIS APODACA NL,
2023-12-17,09:26:00,VILLA SOL APODACA NL,
2023-12-17,10:50:00,VALLE DEL MEZQUITAL APODACA NL,
2023-12-17,11:13:00,AMBERES RESIDENCIAL APODACA NL,
2023-12-17,11:41:00,INSURGENTES APODACA NL,
2023-12-17,11:44:00,PUEBLO NUEVO 4 APODACA NL,
2023-12-17,13:27:00,MOISES SAENZ APODACA NL         COLONIA,
2023-12-17,14:26:00,VALLE DEL PEDREGAL APODACA NL,
2023-12-17,14:41:00,VILLA SOL APODACA NL,
2023-12-17,15:12:00,COSMOPOLIS 8 APODACA NL,
2023-12-17,16:02:00,PRADOS DEL VIRREY APODACA NL,
2023-12-17,16:08:00,PRADERAS 2 APODACA NL,
2023-12-17,16:42:00,PASEO DE LAS FLORES 2 APODACA NL,
2023-12-17,16:51:00,MUNICIPIO DE APODACA APODACA NL,
2023-12-17,16:56:00,NUEVO MEZQUITAL APODACA NL,
2023-12-17,17:46:00,CERRADAS DE CONCORDIA APODACA NL,
2023-12-17,18:06:00,CIUDAD NATURA APODACA NL,
2023-12-17,18:39:00,NORIA SUR FOM 38 APODACA NL,
2023-12-17,18:55:00,PORTAL DEL VALLE APODACA NL,
2023-12-17,19:38:00,AV MIGUEL ALEMAN AV ANDRES GUAJARDO     COLONIA   PARQUE INDUSTRIAL APODACA 1 APODACA NL,
2023-12-17,19:58:00,AV DE LA CONCORDIA CAM MEZQUITAL SANTA ROSA   FRENTE A HEB    COLONIA   MUNICIPIO DE APODACA APODACA NL,
2023-12-17,20:34:00,MELISA TRIGO    COLONIA   LOS AMARANTOS APODACA NL,
2023-12-17,22:20:00,MORELOS SUR ABASOLO OTE   COLONIA   CENTRO DE APODACA APODACA NL,
2023-12-17,22:29:00,SANTA LUCIA 208B Y  LOS ARCANGELES    COLONIA   EL ROSARIO APODACA NL,
2023-12-17,22:31:00,PORTAL ALMEIRA 467 Y AV PORTAL DEL VALLE    COLONIA   PORTAL DEL VALLE APODACA NL,
2023-12-17,22:32:00,RIO MANZANARES 321 Y RIO ORINOCO    COLONIA  PUEBLO NUEVO 2 APODACA NL,
2023-12-17,23:26:00,TAJIN 218 Y AZTECA    COLONIA  MONTEALBAN 3 APODACA NL,
2023-12-18,00:34:00,JARDINES DEL ABETO 280 Y JARDINES DEL ROBLE    COLONIA   JARDINES DE MONTERREY 2 APODACA NL,
2023-12-18,00:38:00,LOMAS DE CUBA 207 Y LOMAS DE PORTUGAL    COLONIA  LOMAS DE LA PAZ APODACA NL,
2023-12-18,01:10:00,HECTOR ESPINO 707 Y  LAZARO SALAZAR    COLONIA  DEPORTIVO HUINALA 2 APODACA NL,
2023-12-18,01:13:00,MARIA GUTIERREZ 215 Y AV CONCEPCION BARRAGAN    COLONIA   MUJERES ILUSTRES FOM 4 APODACA NL,
2023-12-18,01:18:00,RIO LAMAY 316  y RIO ORINOCO   COLONIA   PUEBLO NUEVO 5 APODACA NL,
2023-12-18,01:21:00,LAS CAMPINAS 122  Y AV LOS PRADOS   COLONIA   LOS PRADOS RESIDENCIAL APODACA NL,
2023-12-18,03:09:00,ANTONIO MACHADO 941 Y  FRAMBOYAN     COLONIA  SANTA CECILIA 3 APODACA NL,
2023-12-18,03:49:00,PORTAL MALLORCA 440 Y  AV PORTAL DEL VALLE     COLONIA   PORTAL DEL VALLE APODACA NL,
2023-12-18,07:11:00,ROBERTO ESPINOZA,
2023-12-18,07:15:00,CASAS REALES,
2023-12-18,07:39:00,MOISES SAENZ APODACA NL,
2023-12-18,09:52:00,MUJERES ILUSTRES FOM 4 APODACA NL,
2023-12-18,10:46:00,VILLA SOL APODACA NL,
2023-12-18,11:05:00,MOISES SAENZ APODACA NL,
2023-12-18,14:03:00,MUNICIPIO DE APODACA APODACA NL,
2023-12-18,15:31:00,COLONIAL HUINALA APODACA NL,
2023-12-18,15:44:00,JARDINES DEL VIRREY APODACA NL,
2023-12-18,15:50:00,NORIA SUR FOM 38 APODACA NL,
2023-12-18,16:42:00,MONTALTO RESIDENCIAL APODACA NL,
2023-12-18,17:00:00,VILLA SOL APODACA NL,
2023-12-18,17:55:00,PARQUE INDUSTRIAL KRONOS APODACA NL,
2023-12-18,18:02:00,ENRAMADA 5 APODACA NL,
2023-12-18,19:42:00,HACIENDA LAS MARGARITAS,
2023-12-18,20:33:00,LOS TREBOLES APODACA NL,
2023-12-18,20:52:00,PRADOS DEL VIRREY APODACA NL,
2023-12-18,21:30:00,LOS ROBLES APODACA NL,
2023-12-18,22:11:00,AGUA FRIA APODACA NL,
2023-12-18,22:47:00,U H INDEPENDENCIA CROC 1 APODACA NL,
2023-12-18,22:52:00,NUEVO LAS PUENTES 2 APODACA NL,
2023-12-18,23:34:00,LIENZO CHARROS,
2023-12-19,06:46:00,MISION DE HUINALA 2 APODACA NL,
2023-12-19,07:09:00,CLAVO HABICHUELA   COLONIA   MIXCOAC APODACA NL,
2023-12-19,07:49:00,GARZA GARCIA PTE MADERO SUR   COLONIA   CENTRO DE APODACA APODACA NL,
2023-12-19,09:30:00,ZAPOTECA   510   CHICHEN ITZA   COLONIA   MONTEALBAN 3 APODACA NL,
2023-12-19,09:52:00,AV MIGUEL ALEMAN BLVD JULIAN TREVINO ELIZONDO   COLONIA   PARQUE INDUSTRIAL EL MILAGRO APODACA NL,
2023-12-19,10:30:00,LASALLISTAS 402 Y CAMPANARIO   COLONIA   EL CAMPANARIO APODACA NL,
2023-12-19,10:31:00,VALLE DE SAN LUIS 606C Y  AV 16 DE SEPTIEMBRE   COLONIA  VALLE DE HUINALA 5 APODACA NL,
2023-12-19,10:45:00,AV MARGARITO GARZA GONZALEZ CARR APODACA JUAREZ     COLONIA   PARQUE INDUSTRIAL EL SABINAL APODACA NL,
2023-12-19,12:03:00,MANUEL HERRERA 105  EN SUCURSAL COMPARTAMOS BANCO    COLONIA   MAGNOLIAS 1 APODACA NL,
2023-12-19,14:07:00,LMTO NORTE TREVINO OTE   PODER  JUDICIAL DE APODACA    COLONIA   CENTRO DE APODACA APODACA NL,
2023-12-19,15:34:00,AV POLITECNICA AV MIGUEL ALEMAN  CLINICA 67    COLONIA   MUNICIPIO DE APODACA APODACA NL,
2023-12-19,15:37:00,ALFONSO REYES 328 Y NACIONES UNIDAS   COLONIA   MOISES SAENZ APODACA NL,
2023-12-19,16:07:00,LIBIA CEYLAN   COLONIA   PRADOS DE LA CIENEGUITA APODACA NL,
2023-12-19,16:33:00,BOLONIA 461 Y FLORENCIA   COLONIA   PASEO DE LAS FLORES 3 APODACA NL,
2023-12-19,16:59:00,ANTONIO E MARCOS DIEGO DIAZ DE BERLANGA   GRUPO PLASMA    COLONIA   MUNICIPIO DE APODACA APODACA NL,
2023-12-19,17:36:00,6A PONIENTE 506  Y  6A ORIENTE   COLONIA   PARQUE INDUSTRIAL MONTERREY APODACA NL,
2023-12-19,18:27:00,BOSQUE DE NOGALES 238 Y AV BOSQUE DE SAN MIGUEL   COLONIA   AV BOSQUE DE SAN MIGUEL,
2023-12-19,18:54:00,AMAPOLA 448 Y AV LAS PALMAS   COLONIA   VALLE DE LAS PALMAS 2 APODACA NL,
2023-12-19,19:06:00,MISION DE LOS OLIVOS 1 APODACA NL,
2023-12-19,19:07:00,ROBERTO ESPINOZA APODACA NL,
2023-12-19,20:13:00,MUJERES ILUSTRES FOM 4 APODACA NL,
2023-12-19,20:33:00,HACIENDA LAS MARGARITAS 3 APODACA NL,
2023-12-19,22:02:00,SAN MIGUEL GOLONDRINAS 1 APODACA NL,
2023-12-19,23:08:00,PUEBLO NUEVO 1 APODACA NL,
2023-12-19,23:10:00,CENTRO DE APODACA APODACA NL,
2023-12-19,23:43:00,PARQUE INDUSTRIAL KALOS APODACA NL,
2023-12-20,02:45:00,CIUDAD NATURA APODACA NL,
2023-12-20,03:25:00,PRADERAS 1 APODACA NL,
2023-12-20,04:38:00,EJIDO EL MEZQUITAL APODACA NL,
2023-12-20,04:42:00,VALLE DE HUINALA 3 APODACA NL,
2023-12-20,07:33:00,MUJERES ILUSTRES FOM 4 APODACA NL,
2023-12-20,08:48:00,RINCONADA COLONIAL URBANO 1 APODACA NL,
2023-12-20,08:49:00,INSURGENTES APODACA NL,
2023-12-20,08:56:00,NORIA NORTE FOM 39 APODACA NL,
2023-12-20,09:02:00,JERONIMO TREVINO APODACA NL,
2023-12-20,09:23:00,PRADOS DE LOS PINOS 3 APODACA NL,
2023-12-20,09:56:00,ACANTO 1 APODACA NL,
2023-12-20,10:46:00,METROPLEX 1 APODACA NL,
2023-12-20,13:01:00,SAN FRANCISCO APODACA NL,
2023-12-20,13:03:00,JARDINES DE LOS PINOS 1 APODACA NL,
2023-12-20,13:54:00,FRESNOS 1 APODACA NL,
2023-12-20,13:58:00,PRADOS DE SANTA ROSA APODACA NL,
2023-12-20,14:25:00,PASEO DE LAS FLORES,
2023-12-20,14:47:00,VALLE DE SAN MIGUEL 1 APODACA NL,
2023-12-20,15:03:00,PARQUE INDUSTRIAL AGUA FRIA APODACA NL,
2023-12-20,15:13:00,MUNICIPIO DE APODACA APODACA NL,
2023-12-20,16:08:00,MUJERES ILUSTRES FOM 4 APODACA NL,
2023-12-20,16:13:00,VALLE DE APODACA 4 APODACA NL,
2023-12-20,16:23:00,LOS COLIBRIES APODACA NL,
2023-12-20,17:06:00,EBANOS 9 APODACA NL,
2023-12-20,17:47:00,LOMAS DE LA PAZ APODACA NL,
2023-12-20,18:02:00,VALLE DEL MEZQUITAL APODACA NL,
2023-12-20,19:39:00,RIO YAQUI 214  Y RIO TONALA    COLONIA  PUEBLO NUEVO 3 APODACA NL,
2023-12-20,19:52:00,HACIENDA LOS PORTALES CUBA    COLONIA  LOS PINOS 1 APODACA NL,
2023-12-20,20:37:00,PRIV GUAJARDO CARR APODACA JUAREZ   ESPALDAS DEL CASINO VIVENTO    COLONIA   PARQUE INDUSTRIAL APODACA 1 APODACA NL,
2023-12-20,21:35:00,RIO YAQUI 214 Y RIO TONALA      COLONIA  PUEBLO NUEVO 3 APODACA NL,
2023-12-20,21:37:00,ALFA 201 Y EUTERPE     COLONIA  SAN MIGUEL GOLONDRINAS 3 APODACA NL,
2023-12-20,22:19:00,DEL OLIVO 222 Y DE LAS LILAS     COLONIA   FRESNOS 1 APODACA NL,
2023-12-20,22:48:00,ELIAS FLORES SUR GARZA GARCIA OTE   COLONIA  FUTURO APODACA APODACA NL,
2023-12-20,23:03:00,GERANIO 327    COLONIA  FRESNOS NORTE APODACA NL,
2023-12-20,23:05:00,BOSQUE DE NOGALES 238 Y AV BOSQUE DE SAN MIGUEL    COLONIA  BOSQUES DE SAN MIGUEL 1 APODACA NL,
2023-12-20,23:33:00,LMTO NORTE ARCO VIAL  PODER JUDICIAL    COLONIA   CENTRO DE APODACA,
2023-12-20,23:35:00,BULGARIA CUBA    COLONIA   NUEVO AMANECER 1 APODACA NL,
2023-12-20,23:40:00,RIO SENA 124   COLONIA   PUEBLO NUEVO 1 APODACA NL,
2023-12-20,23:46:00,PINO 729    COLONIA   ARBOLEDAS DE SANTA ROSA 3 APODACA NL,
2023-12-20,23:55:00,SANTA LUCIA 208B Y LOS ARCANGELES   COLONIA  EL ROSARIO APODACA NL,
2023-12-21,00:00:00,RIO SANTIAGO 130 Y RIO CURARAY    COLONIA   PUEBLO NUEVO 4 APODACA NL,
2023-12-21,02:14:00,DESARROLLO 100 y  AV INDUSTRIAL   PARQUER AMERICAS DE MEXICO    COLONIA  PARQUE INDUSTRIAL LA SILLA APODACA APODACA NL,
2023-12-21,04:35:00,TULA 228 Y  TENOCHTITLAN   COLONIA  MONTEALBAN 1 APODACA NL,
2023-12-21,05:30:00,CONGO GASPAR CASTANO   COLONIA  LOMAS DEL PEDREGAL APODACA NL,
2023-12-21,05:43:00,PRIV LA CASTANA 102 Y CASTANA DE PINO   COLONIA  PRIVADA LA CASTANA APODACA N,
2023-12-21,07:54:00,PARQUE INDUSTRIAL KRONOS APODACA NL,
2023-12-21,08:26:00,SANTA ROSA APODACA NL,
2023-12-21,09:01:00,FRESNOS 2 APODACA NL,
2023-12-21,09:07:00,SANTA ROSA APODACA NL,
2023-12-21,11:00:00,EBANOS 4 APODACA NL,
2023-12-21,11:09:00,PADILLA APODACA NL,
2023-12-21,11:13:00,LOS TREBOLES APODACA NL,
2023-12-21,11:35:00,PASEO DE LAS FUENTES APODACA NL,
2023-12-21,12:17:00,VALLE DEL SALDUERO APODACA NL,
2023-12-21,14:15:00,VENTURA DE SANTA ROSA APODACA NL,
2023-12-21,14:49:00,NOVA APODACA APODACA NL,
2023-12-21,16:06:00,HACIENDA LAS MARGARITAS 6 APODACA NL,
2023-12-21,16:21:00,ANTIGUA SANTA ROSA APODACA NL,
2023-12-21,16:34:00,RINCONADA COLONIAL URBANO 1 APODACA NL,
2023-12-21,17:18:00,MONTEALBAN 3 APODACA NL,
2023-12-21,18:50:00,LOMAS DE LA PAZ APODACA NL,
2023-12-21,19:18:00,NUEVO AMANECER 1 APODACA NL,
2023-12-21,21:22:00,CENTRO DE APODACA APODACA NL,
2023-12-21,21:49:00,EBANOS 2 APODACA NL,
2023-12-21,21:50:00,COSMOPOLIS 8 APODACA NL,
2023-12-21,21:58:00,PEDREGAL DEL VALLE APODACA NL,
2023-12-21,23:58:00,HUINALA APODACA NL,
2023-12-22,00:37:00,PRADOS DE LA CIENEGUITA APODACA NL,
2023-12-22,02:28:00,METROPLEX 2 APODACA NL,
2023-12-22,04:54:00,SAN MIGUEL GOLONDRINAS 3 APODACA NL,
2023-12-22,06:12:00,VALLE DE SAN ANDRES 1 APODACA NL,
2023-12-22,06:24:00,FUTURO APODACA APODACA NL,
2023-12-22,07:12:00,DEL ALAMO 907 y  DEL CHOPO   COLONIA   FRESNOS 4 APODACA NL,
2023-12-22,07:43:00,MISION DE SAN JUAN 106 Y  MISION SANTA CRUZ   COLONIA   MISION DE SAN JOSE 1 APODACA NL,
2023-12-22,08:15:00,ANT CAM A AGUA FRIA MORELOS   COLONIA   AGUA FRIA APODACA NL,
2023-12-22,11:20:00,SAN CARLOS 115 y  SAN JOSE   COLONIA   SAN IGNACIO APODACA NL,
2023-12-22,11:47:00,SIMON GUAJARDO 415 y ALVARO OBREGON   COLONIA   SANTA ROSA APODACA NL,
2023-12-22,11:57:00,VALLE DE LOS OLMOS 440 y VALLE DE LOS FRESNOS   COLONIA   VALLE DE LAS PALMAS 1 APODACA NL,
2023-12-22,12:35:00,BUHO 507 Y  GRULLA   COLONIA   PASEOS DE SANTA ROSA 4 APODACA NL,
2023-12-22,12:55:00,HAITI 151 Y    COLONIA   NUEVO AMANECER 2 APODACA NL,
2023-12-22,13:23:00,JIMENEZ SUR 512 Y ALDAMA OTE   COLONIA   MODERNO APODACA 2 APODACA NL,
2023-12-22,14:07:00,HUIZACHE 618 Y  AV ENCINOS   COLONIA   EBANOS NORTE 1 APODACA NL,
2023-12-22,15:06:00,CAMBOYA 318 Y  CUBA   COLONIA   NUEVO AMANECER 1 APODACA NL,
2023-12-22,15:24:00,LAT AV MIGUEL ALEMAN 5 DE MAYO SUR   COLONIA   MODERNO APODACA 1 APODACA NL,
2023-12-22,16:53:00,HACIENDA DE GUADALUPE 435 Y  VALLE VERDE   COLONIA   HACIENDA DEL MEZQUITAL APODACA NL,
2023-12-22,16:54:00,BLVD NATURA 816 Y  MUSCA   COLONIA   CIUDAD NATURA APODACA NL,
2023-12-22,17:01:00,AUTOPISTA AL AEROPUERTO E 121D KM 7 CARR HUINALA DULCES NOMBRES   COLONIA   MUNICIPIO DE APODACA APODACA NL,
2023-12-22,17:11:00,JACARANDA 522 Y  ARBOLEDAS DE SANTA ROSA   COLONIA   ARBOLEDAS DE SANTA ROSA 1 APODACA NL,
2023-12-22,18:59:00,REPUBLICA DE CHILE 215    y ARGENTINA     COLONIA   LAS AMERICAS APODACA NL,
2023-12-22,19:06:00,LOS PINOS 1 APODACA NL,
2023-12-22,19:37:00,SANTA MONICA APODACA NL,
2023-12-22,20:17:00,LOS PINOS 1 APODACA NL,
2023-12-22,21:31:00,NOVA APODACA APODACA NL,
2023-12-22,21:35:00,PASEO DE LAS FUENTES APODACA NL,
2023-12-22,21:47:00,JOYAS DEL PEDREGAL APODACA NL,
2023-12-22,21:48:00,EBANOS 5 APODACA NL,
2023-12-22,22:18:00,CORINTO SEC OLIMPO APODACA NL,
2023-12-22,22:26:00,NORIA NORTE FOM 39 APODACA NL,
2023-12-22,22:36:00,QUINTA COLONIAL 3 APODACA NL,
2023-12-22,23:51:00,PRADOS DE LA CIENEGUITA APODACA NL,
2023-12-23,01:20:00,MISION DE HUINALA 2 APODACA NL,
2023-12-23,01:23:00,PUEBLO NUEVO 5 APODACA NL,
2023-12-23,01:29:00,ACCADIA RESIDENCIAL APODACA NL,
2023-12-23,03:30:00,PUEBLO NUEVO 2 APODACA NL,
2023-12-23,04:01:00,PORTAL DEL VALLE APODACA NL,
2023-12-23,04:40:00,VALLE DEL MEZQUITAL APODACA NL,
2023-12-23,05:26:00,FRACC SAN FRANCISCO RESIDENCIAL APODACA NL,
2023-12-23,06:50:00,LOS TREBOLES APODACA NL,
2023-12-23,06:55:00,CAPELLANIA RESIDENCIAL APODACA NL,
2023-12-23,08:04:00,AV PORTAL DEL VALLE PORTAL ALMEIRA      COLONIA  PORTAL DEL VALLE APODACA NL,
2023-12-23,09:33:00,AV AMERICA RIO DE JANEIRO     COLONIA  PARAJE SANTA ROSA SEC SUR APODACA NL,
2023-12-23,10:34:00,RIO LAMAY 124 RIO LIMAY 124     COLONIA  PUEBLO NUEVO 5 APODACA NL,
2023-12-23,11:08:00,CORRECAMINOS 413A      COLONIA  VENTURA DE SANTA ROSA APODACA NL,
2023-12-23,11:09:00,GERTRUDIS BOCANEGRA 824   COLONIA  FRESNOS 1 APODACA NL,
2023-12-23,11:11:00,MORELOS 503     COLONIA  AGUA FRIA APODACA NL,
2023-12-23,11:23:00,FRANCISCO NARANJO 220   COLONIA  REFORMA 1 APODACA NL,
2023-12-23,13:16:00,HACIENDA HACIENDA DEL MEZQUITAL   COLONIA  HACIENDA DEL MEZQUITAL APODACA NL,
2023-12-23,13:54:00,CAM A RANCHO SAN JAVIER 100     COLONIA  MUNICIPIO DE APODACA APODACA NL,
2023-12-23,14:05:00,EUCALIPTO 712      COLONIA  EBANOS 5 APODACA NL,
2023-12-23,14:31:00,EUGENIO A BENAVIDES 208   COLONIA  MOISES SAENZ APODACA NL,
2023-12-23,15:06:00,AUTOPISTA AL AEROPUERTO E 121D KM 7 7   COLONIA  PARQUE INDUSTRIAL MILENIUM INNOVA APODACA NL,
2023-12-23,15:37:00,CARR A AGUA FRIA E 186 KM 2 503   COLONIA  APODACA TECHNOLOGIC PARK APODACA NL,
2023-12-23,15:46:00,AV LOS PINOS 529  25 77697  100 25623   COLONIA  LOS PINOS 5 APODACA NL,
2023-12-23,15:55:00,AUTOPISTA AL AEROPUERTO E 121D KM 7 7   COLONIA  PARQUE INDUSTRIAL MILENIUM INNOVA APODACA NL,
2023-12-23,16:00:00,CAM A CHARCO BLANCO GASPAR CASTANO      COLONIA  VALLE DE SAN MIGUEL 1 APODACA NL,
2023-12-23,16:39:00,LIBERIA 729  25 78387  100 25732      COLONIA  PRADOS DE LA CIENEGUITA APODACA NL,
2023-12-23,17:13:00,TOKIO 606     COLONIA  VALLE DE APODACA 4 APODACA NL,
2023-12-23,18:05:00,EUGENIO A BENAVIDES 208   COLONIA  MOISES SAENZ APODACA NL,
2023-12-23,18:08:00,CARR A MIGUEL ALEMAN F 54 KM 22 692   COLONIA  APODACA TECHNOLOGIC PARK APODACA NL,
2023-12-23,18:31:00,CARR A AGUA FRIA E 186 KM 2 AV VALLE AZUL     COLONIA  RESIDENCIAL VALLE AZUL APODACA NL,
2023-12-23,18:37:00,ELIAS FLORES SUR GARZA GARCIA OTE      COLONIA  RESIDENCIAL VALLE AZUL APODACA NL,
2023-12-23,19:11:00,VIOLETA 523       COLONIA  HACIENDA LAS MARGARITAS 1,
2023-12-23,19:14:00,HACIENDA LOS LAURELES 878      COLONIA  HACIENDA LAS MARGARITAS 9,
2023-12-23,19:31:00,CAMBOYA 318          COLONIA  NUEVO AMANECER 1 APODACA NL,
